Interaction ID,User ID,Product ID,Interaction Type,Interaction Timestamp
5088,175,77150,Added to Cart,2023-04-01 13:29:20
5089,175,57123448,Added to Cart,2023-03-02 03:42:50
5090,176,62,Viewed,2023-06-04 06:14:46
5091,176,42051164,Viewed,2023-01-22 12:12:00
5092,176,6821,Purchased,2023-02-26 07:25:00
5093,176,5,Added to Cart,2023-04-25 09:39:29
5094,176,8360050,Viewed,2023-08-07 00:00:56
5095,176,91298318,Added to Cart,2023-06-26 14:56:26
5096,176,3962017,Added to Cart,2023-01-23 19:08:04
5097,177,8399,Purchased,2023-02-01 08:31:06
5098,177,415,Added to Cart,2023-02-25 14:47:47
5099,177,5,Added to Cart,2023-07-29 11:21:03
5100,177,2,Viewed,2023-08-01 02:16:55
5101,177,707819,Purchased,2023-07-09 06:24:14
5102,177,415,Viewed,2023-07-09 06:54:54
5103,177,9272,Purchased,2023-03-24 18:05:54
5104,177,4976523,Purchased,2023-03-02 03:09:19
5105,177,1577,Purchased,2023-01-23 01:16:16
5106,177,6251,Viewed,2023-06-21 03:21:05
5107,177,2,Viewed,2023-05-09 00:12:17
5108,177,7371222,Added to Cart,2023-03-09 04:04:03
5109,177,9886250,Added to Cart,2023-04-06 23:15:34
5110,177,458806286,Viewed,2023-01-16 05:50:14
5111,177,496452,Viewed,2023-01-28 00:23:47
5112,177,111961,Purchased,2023-02-13 14:42:47
5113,177,2317678,Added to Cart,2023-01-22 14:25:04
5114,177,186936,Purchased,2023-08-07 16:10:28
5115,178,16,Viewed,2023-04-18 04:26:26
5116,178,231,Viewed,2023-04-06 16:35:49
5117,178,6821,Added to Cart,2023-05-09 00:03:22
5118,178,8399,Viewed,2023-04-08 12:54:57
5119,178,9985,Viewed,2023-01-18 08:57:48
5120,178,5,Viewed,2023-04-02 21:49:59
5121,178,60,Purchased,2023-06-29 12:33:49
5122,178,36732061,Added to Cart,2023-08-11 10:11:27
5123,178,496452,Viewed,2023-05-03 06:08:13
5124,178,24522662,Added to Cart,2023-08-19 04:23:15
5125,178,12867543,Viewed,2023-04-22 17:43:56
5126,178,2709352,Purchased,2023-02-23 08:28:57
5127,178,6,Purchased,2023-05-20 21:04:40
5128,178,78,Viewed,2023-04-18 08:50:35
5129,178,1074,Added to Cart,2023-08-05 19:47:25
5130,178,186936,Added to Cart,2023-06-11 08:12:39
5131,178,9272,Added to Cart,2023-03-05 20:58:38
5132,178,7002,Added to Cart,2023-05-20 18:50:00
5133,178,1,Viewed,2023-02-16 12:39:00
5134,178,3016004,Added to Cart,2023-04-01 01:35:52
5135,178,281,Added to Cart,2023-03-20 15:06:05
5136,178,78,Added to Cart,2023-01-16 21:14:22
5137,178,543036164,Added to Cart,2023-07-10 15:39:56
5138,178,2317678,Added to Cart,2023-07-02 08:06:38
5139,178,970,Viewed,2023-04-28 12:29:32
5140,178,2317678,Viewed,2023-06-10 03:44:47
5141,178,78,Added to Cart,2023-07-09 15:29:14
5142,178,39409477,Added to Cart,2023-06-03 13:27:20
5143,178,1074,Added to Cart,2023-05-23 16:16:46
5144,178,1088042,Viewed,2023-06-11 05:48:01
5145,178,6821,Viewed,2023-08-18 01:38:55
5146,178,39409477,Purchased,2023-07-10 21:28:05
5147,178,3962017,Purchased,2023-04-28 16:18:41
5148,178,8360050,Added to Cart,2023-06-30 06:18:18
5149,178,6802,Purchased,2023-08-03 17:19:38
5150,178,62,Viewed,2023-04-20 08:39:18
5151,178,66834336,Added to Cart,2023-01-21 03:19:31
5152,178,874769783,Viewed,2023-08-09 18:18:21
5153,178,496452,Purchased,2023-04-05 15:29:06
5154,178,1088042,Purchased,2023-05-12 21:20:58
5155,178,69,Purchased,2023-03-14 14:21:00
5156,178,66834336,Viewed,2023-03-09 00:36:03
5157,178,12867543,Viewed,2023-02-02 03:48:37
5158,178,62,Purchased,2023-05-27 21:07:30
5159,179,184290581,Added to Cart,2023-07-01 12:23:26
5160,179,63414366,Viewed,2023-05-12 00:34:47
5161,179,281,Viewed,2023-05-24 18:58:59
5162,179,62,Added to Cart,2023-03-02 00:29:19
5163,179,63414366,Added to Cart,2023-08-13 23:41:51
5164,179,7371222,Viewed,2023-08-02 00:41:57
5165,179,184290581,Viewed,2023-02-09 22:09:56
5166,179,7002,Purchased,2023-07-26 07:29:15
5167,179,9272,Viewed,2023-01-07 07:13:27
5168,179,1074,Viewed,2023-07-21 14:36:32
5169,179,75,Purchased,2023-02-25 21:11:17
5170,179,63414366,Viewed,2023-04-07 04:42:35
5171,179,322,Added to Cart,2023-07-09 02:37:57
5172,179,63414366,Purchased,2023-04-26 01:02:50
5173,179,63414366,Added to Cart,2023-04-22 18:01:43
5174,179,322,Viewed,2023-05-21 03:58:16
5175,179,496452,Viewed,2023-01-30 13:57:39
5176,179,6821,Viewed,2023-03-30 11:33:54
5177,179,1074,Purchased,2023-08-07 16:44:34
5178,179,496452,Added to Cart,2023-03-21 20:03:58
5179,179,36732061,Viewed,2023-03-14 21:40:15
5180,179,63414366,Viewed,2023-04-28 20:00:25
5181,179,5147644,Viewed,2023-03-18 16:52:36
5182,179,7002,Added to Cart,2023-04-15 14:49:15
5183,179,63414366,Purchased,2023-07-16 02:58:10
5184,179,496452,Viewed,2023-05-19 05:06:27
5185,179,63414366,Added to Cart,2023-07-14 18:24:01
5186,179,60,Added to Cart,2023-07-30 21:50:29
5187,179,1088042,Viewed,2023-08-15 16:49:44
5188,179,6821,Added to Cart,2023-07-09 23:53:52
5189,179,36732061,Viewed,2023-06-29 18:38:42
5190,179,1088042,Viewed,2023-03-23 21:19:31
5191,179,7002,Added to Cart,2023-03-07 20:33:23
5192,179,7002,Purchased,2023-02-23 11:15:33
5193,179,496452,Viewed,2023-01-04 15:02:52
5194,179,281,Added to Cart,2023-02-04 08:21:19
5195,179,60,Viewed,2023-01-02 11:46:11
5196,179,37337808,Added to Cart,2023-04-16 07:13:21
5197,179,231,Added to Cart,2023-06-07 14:46:15
5198,179,4336456,Purchased,2023-05-31 16:51:23
5199,179,37337808,Viewed,2023-03-09 06:28:08
5200,179,6821,Viewed,2023-02-10 20:48:16
5201,179,5147644,Purchased,2023-05-13 20:28:42
5202,180,8399,Viewed,2023-08-05 18:28:44
5203,180,2,Added to Cart,2023-06-05 01:49:32
5204,180,8622459,Purchased,2023-01-10 19:15:53
5205,180,415,Viewed,2023-05-06 02:36:00
5206,180,19289886,Viewed,2023-05-23 11:17:10
5207,180,111961,Added to Cart,2023-07-30 05:43:40
5208,180,65,Added to Cart,2023-06-27 14:42:43
5209,180,1585832,Viewed,2023-05-08 03:20:26
5210,180,2709352,Purchased,2023-06-03 01:27:03
5211,180,75,Added to Cart,2023-01-13 20:29:09
5212,180,111961,Added to Cart,2023-01-24 05:07:14
5213,180,23030,Added to Cart,2023-02-01 10:43:22
5214,180,707819,Viewed,2023-08-02 22:00:55
5215,180,57123448,Viewed,2023-05-16 17:50:14
5216,180,72440,Viewed,2023-06-01 06:51:29
5217,180,24522662,Viewed,2023-05-14 22:23:31
5218,180,329472,Purchased,2023-06-27 06:45:10
5219,180,4636603,Viewed,2023-03-02 17:24:01
5220,180,516304687,Purchased,2023-05-15 06:51:22
5221,180,8399,Purchased,2023-06-08 12:10:58
5222,180,65,Added to Cart,2023-05-16 14:02:58
5223,180,2709352,Added to Cart,2023-08-11 13:01:57
5224,180,458806286,Purchased,2023-07-08 16:59:07
5225,180,4976523,Viewed,2023-04-29 17:39:53
5226,180,6251,Purchased,2023-02-23 22:36:10
5227,180,1088042,Viewed,2023-01-20 11:28:31
5228,180,417281,Added to Cart,2023-02-13 19:52:24
5229,180,69,Added to Cart,2023-05-22 07:02:03
5230,180,970,Purchased,2023-01-28 07:09:28
5231,180,806795166,Viewed,2023-01-25 21:47:24
5232,180,8399,Purchased,2023-03-17 03:17:54
5233,180,19289886,Viewed,2023-06-18 07:02:22
5234,180,4636603,Purchased,2023-01-02 05:24:49
5235,180,707819,Viewed,2023-06-09 21:22:06
5236,180,8399,Viewed,2023-06-04 01:08:47
5237,180,871989,Viewed,2023-01-11 21:59:28
5238,180,0,Purchased,2023-04-05 09:05:49
5239,180,62,Purchased,2023-01-02 05:41:45
5240,180,970,Viewed,2023-01-22 21:47:54
5241,180,7002,Purchased,2023-06-01 09:51:41
5242,180,1585832,Viewed,2023-08-09 13:35:10
5243,180,1585832,Viewed,2023-01-21 09:52:57
5244,180,415,Added to Cart,2023-01-21 17:21:49
5245,180,0,Purchased,2023-06-20 05:49:07
5246,181,57123448,Viewed,2023-08-09 21:52:18
5247,181,24522662,Purchased,2023-06-25 00:17:14
5248,181,9985,Purchased,2023-06-21 07:08:25
5249,181,66910118,Purchased,2023-04-11 09:53:58
5250,181,4976523,Viewed,2023-04-24 19:09:22
5251,181,9985,Viewed,2023-04-09 00:40:29
5252,181,9886250,Viewed,2023-07-15 19:17:38
5253,181,1,Purchased,2023-04-23 14:28:10
5254,181,77150,Viewed,2023-08-07 10:12:10
5255,181,24522662,Viewed,2023-05-13 03:09:47
5256,181,6802,Viewed,2023-01-15 06:55:18
5257,181,5,Viewed,2023-06-23 20:38:43
5258,181,75,Added to Cart,2023-07-22 16:28:59
5259,181,78,Purchased,2023-04-16 07:29:18
5260,181,19289886,Added to Cart,2023-01-19 16:27:22
5261,181,806795166,Added to Cart,2023-04-03 15:21:12
5262,181,16,Viewed,2023-07-27 08:31:34
5263,181,2317678,Viewed,2023-03-15 12:00:11
5264,181,72440,Added to Cart,2023-01-05 23:29:01
5265,181,9799,Viewed,2023-02-13 06:22:31
5266,182,3962017,Added to Cart,2023-03-01 03:03:14
5267,182,1577,Viewed,2023-03-24 18:41:31
5268,182,415,Purchased,2023-01-18 21:09:48
5269,182,216668,Purchased,2023-04-06 11:05:35
5270,182,4976523,Purchased,2023-02-12 04:06:10
5271,182,186936,Viewed,2023-02-28 14:43:43
5272,183,78,Viewed,2023-05-16 17:20:05
5273,183,66834336,Purchased,2023-06-15 09:08:54
5274,183,2317678,Added to Cart,2023-03-28 02:04:59
5275,183,7371222,Purchased,2023-01-10 18:36:20
5276,183,23030,Added to Cart,2023-03-11 16:50:28
5277,183,4336456,Purchased,2023-02-26 08:17:56
5278,183,63414366,Viewed,2023-08-17 15:17:01
5279,183,496452,Added to Cart,2023-07-14 21:18:30
5280,183,77150,Added to Cart,2023-06-15 06:34:54
5281,183,1577,Added to Cart,2023-05-24 05:23:05
5282,183,9799,Viewed,2023-07-22 01:01:20
5283,183,57123448,Purchased,2023-01-09 21:06:41
5284,183,3,Added to Cart,2023-05-13 09:10:31
5285,183,1585832,Added to Cart,2023-06-06 18:08:33
5286,183,231,Viewed,2023-01-12 01:00:38
5287,183,9886250,Added to Cart,2023-05-25 10:36:44
5288,183,7371222,Added to Cart,2023-04-28 22:42:39
5289,183,37337808,Added to Cart,2023-08-02 13:50:30
5290,184,72440,Viewed,2023-04-01 23:12:05
5291,184,23030,Purchased,2023-07-24 22:59:24
5292,184,6640,Viewed,2023-07-11 07:07:25
5293,184,516304687,Viewed,2023-04-03 01:38:22
5294,184,9245203,Purchased,2023-05-24 16:30:14
5295,184,6251,Viewed,2023-04-03 09:28:47
5296,184,516304687,Added to Cart,2023-05-27 00:48:55
5297,184,740863419,Added to Cart,2023-07-01 02:08:48
5298,184,23030,Added to Cart,2023-07-02 09:24:56
5299,184,35712313,Added to Cart,2023-06-08 19:43:57
5300,184,6640,Added to Cart,2023-05-15 21:25:27
5301,184,21752050,Added to Cart,2023-08-19 08:12:16
5302,184,417281,Viewed,2023-02-02 12:08:44
5303,184,9197,Viewed,2023-04-10 08:53:45
5304,184,458806286,Added to Cart,2023-02-10 01:23:35
5305,184,1585832,Purchased,2023-03-25 01:01:28
5306,184,8399,Viewed,2023-04-23 15:35:50
5307,184,707819,Viewed,2023-04-21 08:29:53
5308,184,111961,Added to Cart,2023-07-17 12:14:55
5309,184,35712313,Viewed,2023-06-02 23:45:52
5310,184,10,Viewed,2023-05-25 03:35:38
5311,184,10,Viewed,2023-01-06 10:45:53
5312,184,4636603,Viewed,2023-06-25 00:35:11
5313,184,35712313,Purchased,2023-08-17 16:19:02
5314,185,44,Viewed,2023-08-12 07:38:57
5315,185,871989,Added to Cart,2023-05-08 13:45:48
5316,185,871989,Added to Cart,2023-02-07 14:17:53
5317,185,496452,Purchased,2023-07-16 20:16:18
5318,185,7002,Added to Cart,2023-07-19 14:33:35
5319,186,39409477,Purchased,2023-02-13 00:54:42
5320,186,6802,Purchased,2023-02-04 16:29:10
5321,186,9799,Added to Cart,2023-02-03 15:38:02
5322,186,9985,Viewed,2023-01-17 18:50:50
5323,186,3962017,Purchased,2023-02-23 11:57:37
5324,186,39409477,Added to Cart,2023-03-01 03:21:10
5325,186,9799,Viewed,2023-04-25 20:14:11
5326,186,543036164,Purchased,2023-05-04 20:54:17
5327,186,16,Purchased,2023-01-15 17:55:04
5328,186,9985,Purchased,2023-07-02 15:03:17
5329,186,44,Viewed,2023-08-06 11:31:14
5330,186,6,Viewed,2023-05-10 04:11:17
5331,186,9886250,Purchased,2023-08-02 16:37:05
5332,187,37337808,Viewed,2023-05-29 22:04:26
5333,187,63414366,Purchased,2023-06-18 22:08:56
5334,187,322,Added to Cart,2023-07-26 03:49:34
5335,187,7002,Purchased,2023-02-02 18:53:40
5336,187,63414366,Viewed,2023-05-26 21:28:40
5337,187,60,Added to Cart,2023-02-23 23:22:39
5338,187,39409477,Viewed,2023-04-30 07:56:57
5339,187,496452,Added to Cart,2023-02-16 18:23:10
5340,187,7002,Added to Cart,2023-04-24 10:25:07
5341,187,36732061,Viewed,2023-04-26 17:04:26
5342,187,3016004,Added to Cart,2023-01-29 10:14:53
5343,187,60,Viewed,2023-01-22 17:23:33
5344,187,7371222,Viewed,2023-01-01 00:52:10
5345,187,231,Added to Cart,2023-03-25 17:52:20
5346,187,3016004,Purchased,2023-01-21 22:25:28
5347,187,1074,Viewed,2023-06-05 19:07:56
5348,187,7002,Viewed,2023-02-20 07:48:18
5349,187,415,Purchased,2023-08-06 22:11:20
5350,187,3016004,Viewed,2023-06-19 08:25:05
5351,187,322,Viewed,2023-05-21 06:21:30
5352,187,7371222,Viewed,2023-02-19 15:28:34
5353,187,51914,Added to Cart,2023-02-01 03:08:58
5354,187,3016004,Viewed,2023-08-04 01:36:34
5355,187,281,Purchased,2023-03-07 23:02:06
5356,187,496452,Purchased,2023-02-13 09:56:21
5357,187,9272,Purchased,2023-03-05 18:06:13
5358,187,7371222,Viewed,2023-08-12 16:09:52
5359,187,3016004,Viewed,2023-04-12 16:41:45
5360,187,6821,Viewed,2023-05-23 18:30:11
5361,187,7371222,Purchased,2023-06-01 19:00:02
5362,187,3016004,Added to Cart,2023-04-08 04:09:19
5363,187,178366,Purchased,2023-03-26 14:06:31
5364,187,322,Added to Cart,2023-08-02 15:03:21
5365,187,496452,Viewed,2023-01-11 12:07:51
5366,187,4336456,Added to Cart,2023-01-18 22:48:22
5367,187,322,Added to Cart,2023-02-13 01:16:15
5368,187,7002,Viewed,2023-06-08 22:50:40
5369,188,4,Viewed,2023-05-02 20:26:10
5370,188,281,Added to Cart,2023-06-10 13:25:04
5371,188,1577,Viewed,2023-05-12 12:45:07
5372,188,19289886,Added to Cart,2023-07-25 06:20:39
5373,188,36732061,Added to Cart,2023-01-17 12:18:50
5374,188,72440,Added to Cart,2023-02-14 20:33:55
5375,188,871989,Added to Cart,2023-01-14 22:18:07
5376,188,740863419,Viewed,2023-01-01 23:05:38
5377,188,36732061,Purchased,2023-08-06 04:51:02
5378,188,496452,Viewed,2023-06-07 01:39:20
5379,188,740863419,Added to Cart,2023-02-13 00:35:25
5380,188,458806286,Added to Cart,2023-03-02 22:54:45
5381,188,111961,Viewed,2023-01-16 04:06:44
5382,188,57123448,Viewed,2023-04-09 08:26:27
5383,188,740863419,Purchased,2023-04-29 04:41:41
5384,188,6640,Viewed,2023-03-07 07:34:38
5385,188,281,Viewed,2023-07-17 13:58:24
5386,188,72440,Viewed,2023-05-24 01:59:28
5387,188,970,Viewed,2023-07-15 22:00:20
5388,188,16,Added to Cart,2023-03-06 01:49:07
5389,188,2,Viewed,2023-01-29 11:43:08
5390,188,23030,Viewed,2023-07-08 11:01:00
5391,188,2709352,Purchased,2023-01-31 06:57:30
5392,188,8622459,Added to Cart,2023-04-08 02:39:38
5393,188,1074,Purchased,2023-03-18 08:28:28
5394,188,8360050,Added to Cart,2023-05-13 19:12:50
5395,188,1088042,Viewed,2023-06-17 02:44:34
5396,188,66910118,Viewed,2023-04-13 01:32:03
5397,188,9799,Viewed,2023-03-25 17:50:59
5398,188,543036164,Viewed,2023-03-14 22:28:51
5399,188,322,Viewed,2023-01-20 20:47:57
5400,188,740863419,Viewed,2023-07-10 19:35:46
5401,188,231,Added to Cart,2023-02-18 10:40:08
5402,188,6251,Added to Cart,2023-07-22 20:45:09
5403,188,9799,Viewed,2023-01-05 15:54:27
5404,188,4636603,Added to Cart,2023-04-17 11:03:34
5405,188,8360050,Added to Cart,2023-04-09 16:20:26
5406,188,970,Added to Cart,2023-03-18 22:37:19
5407,188,9197,Purchased,2023-05-26 02:35:01
5408,189,0,Purchased,2023-06-09 16:24:36
5409,189,871989,Added to Cart,2023-07-11 07:54:15
5410,189,77150,Added to Cart,2023-07-19 23:13:52
5411,189,871989,Added to Cart,2023-03-19 22:35:24
5412,189,35712313,Added to Cart,2023-06-21 21:44:14
5413,189,6640,Added to Cart,2023-01-01 12:41:18
5414,189,8399,Viewed,2023-02-13 13:31:29
5415,189,4976523,Viewed,2023-02-11 09:54:27
5416,189,35712313,Purchased,2023-07-25 05:11:45
5417,189,707819,Viewed,2023-03-20 16:56:20
5418,189,707819,Added to Cart,2023-05-13 15:51:43
5419,189,24522662,Purchased,2023-04-27 09:03:26
5420,189,65,Added to Cart,2023-03-26 18:42:52
5421,189,24522662,Purchased,2023-03-06 12:54:37
5422,189,65,Purchased,2023-02-19 15:35:14
5423,190,69,Viewed,2023-08-10 21:34:57
5424,190,1,Added to Cart,2023-07-28 11:56:47
5425,190,44,Viewed,2023-01-01 03:59:54
5426,190,6640,Purchased,2023-02-06 08:39:19
5427,190,63414366,Viewed,2023-02-27 14:11:39
5428,190,9799,Viewed,2023-03-09 09:23:43
5429,190,9272,Purchased,2023-03-08 08:37:35
5430,190,9197,Purchased,2023-02-25 14:46:34
5431,190,65,Added to Cart,2023-02-24 04:22:26
5432,190,9799,Added to Cart,2023-04-04 14:40:56
5433,190,19289886,Purchased,2023-03-03 22:43:04
5434,190,2317678,Viewed,2023-07-27 07:06:06
5435,190,72440,Added to Cart,2023-03-28 16:30:19
5436,190,72440,Viewed,2023-02-11 17:39:03
5437,190,8622459,Purchased,2023-06-25 16:48:20
5438,190,78,Viewed,2023-08-10 08:21:37
5439,190,2,Viewed,2023-03-06 08:27:05
5440,190,35712313,Purchased,2023-06-01 09:33:13
5441,190,970,Viewed,2023-04-01 12:05:27
5442,190,516304687,Added to Cart,2023-06-13 09:45:47
5443,190,44,Purchased,2023-06-01 03:53:53
5444,190,516304687,Purchased,2023-04-13 06:22:39
5445,190,6251,Viewed,2023-05-07 05:27:25
5446,190,72440,Viewed,2023-04-12 19:30:41
5447,190,516304687,Viewed,2023-04-25 15:39:12
5448,190,78,Viewed,2023-07-27 09:15:31
5449,190,1585832,Purchased,2023-03-22 21:09:33
5450,190,9985,Purchased,2023-04-06 04:58:00
5451,190,458806286,Purchased,2023-06-01 12:57:35
5452,190,9197,Viewed,2023-08-09 09:15:34
5453,190,1577,Viewed,2023-05-11 08:10:10
5454,190,9886250,Viewed,2023-07-21 18:17:49
5455,190,23030,Purchased,2023-07-25 04:59:08
5456,190,12867543,Purchased,2023-01-12 19:54:47
5457,190,9886250,Viewed,2023-08-04 04:01:18
5458,190,3962017,Viewed,2023-05-11 13:00:14
5459,190,78,Purchased,2023-02-20 14:47:39
5460,190,5,Added to Cart,2023-07-29 10:38:33
5461,190,72440,Viewed,2023-06-22 10:43:30
5462,190,111961,Viewed,2023-03-25 06:29:55
5463,190,3962017,Viewed,2023-04-08 12:55:16
5464,190,44,Viewed,2023-06-06 12:26:04
5465,190,2709352,Added to Cart,2023-02-11 01:08:03
5466,190,19289886,Added to Cart,2023-07-15 06:52:13
5467,190,8399,Viewed,2023-03-06 03:46:32
5468,190,8622459,Viewed,2023-04-10 21:21:55
5469,191,6640,Added to Cart,2023-01-19 19:12:04
5470,191,417281,Added to Cart,2023-02-01 01:56:41
5471,191,42051164,Purchased,2023-02-02 13:03:16
5472,191,458806286,Added to Cart,2023-01-20 10:10:31
5473,191,6640,Purchased,2023-03-09 05:30:34
5474,191,458806286,Purchased,2023-03-17 02:31:07
5475,191,35712313,Viewed,2023-03-02 17:48:09
5476,191,417281,Added to Cart,2023-05-28 23:29:45
5477,191,417281,Viewed,2023-01-29 23:32:54
5478,191,10,Viewed,2023-04-13 14:20:59
5479,191,417281,Purchased,2023-01-15 23:31:32
5480,191,8399,Viewed,2023-07-11 04:23:21
5481,191,77150,Added to Cart,2023-01-27 19:40:41
5482,191,35712313,Viewed,2023-04-23 08:43:25
5483,191,8399,Purchased,2023-03-07 01:58:12
5484,191,4636603,Added to Cart,2023-05-08 11:57:40
5485,191,152,Added to Cart,2023-06-09 16:32:36
5486,191,4636603,Purchased,2023-07-31 10:32:20
5487,191,8399,Purchased,2023-01-02 20:18:24
5488,191,35712313,Purchased,2023-04-25 01:38:11
5489,191,10,Purchased,2023-05-13 20:32:09
5490,191,2,Added to Cart,2023-02-09 04:08:39
5491,191,35712313,Purchased,2023-04-26 03:29:55
5492,191,8399,Purchased,2023-05-04 23:46:32
5493,191,458806286,Viewed,2023-03-12 14:02:36
5494,191,152,Viewed,2023-07-10 01:24:10
5495,191,707819,Viewed,2023-01-11 15:29:32
5496,191,152,Viewed,2023-01-03 14:24:21
5497,191,4636603,Purchased,2023-01-17 16:53:53
5498,191,35712313,Purchased,2023-07-22 18:44:07
5499,191,4636603,Purchased,2023-07-21 15:09:20
5500,191,8399,Purchased,2023-04-13 16:21:09
5501,191,458806286,Viewed,2023-07-08 21:49:06
5502,191,4636603,Purchased,2023-07-10 15:09:39
5503,191,516304687,Viewed,2023-05-02 17:24:49
5504,191,152,Viewed,2023-01-02 14:14:19
5505,191,458806286,Purchased,2023-01-26 07:12:39
5506,191,35712313,Viewed,2023-06-30 07:07:58
5507,191,10,Viewed,2023-02-25 05:11:10
5508,191,35712313,Added to Cart,2023-05-14 19:29:37
5509,191,6640,Purchased,2023-05-06 09:55:21
5510,191,458806286,Added to Cart,2023-05-09 18:24:05
5511,191,4636603,Viewed,2023-02-08 16:05:41
5512,192,12867543,Purchased,2023-06-23 09:33:27
5513,192,740863419,Viewed,2023-01-15 10:12:45
5514,192,9985,Added to Cart,2023-02-25 11:57:56
5515,192,69,Viewed,2023-07-08 00:42:53
5516,192,9245203,Purchased,2023-02-27 15:48:40
5517,192,415,Viewed,2023-07-29 19:40:42
5518,192,2,Viewed,2023-01-03 00:11:18
5519,192,3962017,Added to Cart,2023-02-13 05:12:45
5520,192,1585832,Purchased,2023-03-28 14:55:44
5521,192,874769783,Purchased,2023-06-14 10:29:44
5522,192,3,Viewed,2023-06-17 14:43:50
5523,192,216668,Added to Cart,2023-04-09 17:57:31
5524,192,42051164,Viewed,2023-01-28 19:27:12
5525,192,53736816,Viewed,2023-05-14 10:50:35
5526,192,78,Purchased,2023-07-04 16:39:13
5527,192,329472,Viewed,2023-04-20 10:13:09
5528,192,1585832,Viewed,2023-07-01 19:25:11
5529,193,2709352,Viewed,2023-06-05 09:15:11
5530,193,6640,Viewed,2023-08-11 14:55:28
5531,193,9985,Added to Cart,2023-07-11 01:19:31
5532,193,322,Added to Cart,2023-02-01 21:21:42
5533,193,9245203,Viewed,2023-05-09 02:29:45
5534,193,7002,Purchased,2023-06-07 17:35:05
5535,193,62,Viewed,2023-02-23 04:12:42
5536,194,7002,Purchased,2023-07-02 03:17:48
5537,194,7371222,Purchased,2023-08-18 14:04:02
5538,194,16,Viewed,2023-01-24 11:28:19
5539,194,12867543,Viewed,2023-06-06 08:59:32
5540,194,78,Added to Cart,2023-04-18 12:21:07
5541,194,496452,Added to Cart,2023-05-07 03:39:57
5542,194,66834336,Viewed,2023-02-07 03:30:05
5543,194,63414366,Added to Cart,2023-05-23 12:15:39
5544,194,329472,Viewed,2023-04-29 22:37:49
5545,194,178366,Purchased,2023-01-10 12:48:24
5546,194,9272,Purchased,2023-01-13 04:04:43
5547,194,1088042,Added to Cart,2023-05-11 20:18:47
5548,194,12867543,Added to Cart,2023-03-27 06:29:35
5549,194,543036164,Purchased,2023-06-30 09:32:33
5550,195,63414366,Viewed,2023-03-20 23:32:10
5551,195,9985,Purchased,2023-06-11 18:36:45
5552,195,970,Viewed,2023-01-07 11:35:10
5553,195,417281,Viewed,2023-04-23 05:53:14
5554,195,231,Purchased,2023-04-27 00:34:37
5555,195,45,Added to Cart,2023-03-03 00:45:52
5556,195,9886250,Viewed,2023-05-29 08:33:15
5557,195,44,Added to Cart,2023-05-03 06:18:51
5558,195,3962017,Viewed,2023-03-27 09:59:41
5559,195,1,Purchased,2023-01-12 12:45:11
5560,195,9985,Added to Cart,2023-08-12 07:44:26
5561,195,5,Viewed,2023-05-16 23:36:31
5562,195,152,Added to Cart,2023-03-22 13:22:13
5563,195,1,Purchased,2023-03-03 17:58:25
5564,195,8399,Purchased,2023-05-06 15:49:57
5565,195,3016004,Added to Cart,2023-03-09 22:43:26
5566,195,231,Viewed,2023-05-29 08:35:17
5567,195,281,Purchased,2023-08-03 13:28:16
5568,195,45,Added to Cart,2023-02-12 10:05:45
5569,195,8360050,Viewed,2023-04-14 14:48:12
5570,195,45,Purchased,2023-02-11 07:58:14
5571,195,9886250,Purchased,2023-07-05 06:55:03
5572,195,9886250,Viewed,2023-02-11 23:25:35
5573,195,42051164,Added to Cart,2023-04-24 06:05:33
5574,195,874769783,Purchased,2023-02-09 18:53:45
5575,195,5147644,Added to Cart,2023-07-30 07:53:10
5576,195,8399,Viewed,2023-01-05 23:53:53
5577,195,7371222,Added to Cart,2023-03-21 14:56:46
5578,195,45,Viewed,2023-07-23 18:56:22
5579,195,231,Added to Cart,2023-03-07 12:56:07
5580,195,281,Purchased,2023-03-23 16:14:00
5581,195,44,Viewed,2023-01-27 02:04:08
5582,196,4976523,Added to Cart,2023-04-09 05:11:41
5583,196,2,Viewed,2023-05-24 12:30:16
5584,196,871989,Added to Cart,2023-04-12 20:37:02
5585,196,10,Purchased,2023-02-05 12:42:10
5586,196,62,Added to Cart,2023-01-21 03:58:19
5587,196,2,Purchased,2023-08-09 12:57:13
5588,196,72440,Added to Cart,2023-01-16 09:40:45
5589,196,4976523,Purchased,2023-08-09 16:51:47
5590,196,75,Purchased,2023-07-28 01:27:25
5591,196,516304687,Added to Cart,2023-03-14 14:37:58
5592,196,6640,Purchased,2023-05-19 04:14:08
5593,196,152,Purchased,2023-08-20 17:21:24
5594,196,10,Purchased,2023-05-31 08:02:44
5595,196,35712313,Viewed,2023-07-20 22:17:12
5596,196,707819,Viewed,2023-02-18 12:55:39
5597,196,91298318,Viewed,2023-04-10 06:47:05
5598,196,24522662,Purchased,2023-07-13 18:10:09
5599,196,458806286,Purchased,2023-06-10 22:35:20
5600,196,6640,Viewed,2023-01-27 20:26:25
5601,196,4976523,Purchased,2023-03-15 22:17:50
5602,196,62,Purchased,2023-03-14 21:52:55
5603,196,62,Purchased,2023-04-21 09:30:42
5604,196,4636603,Viewed,2023-05-14 21:02:27
5605,196,4636603,Purchased,2023-01-31 02:50:06
5606,196,4636603,Viewed,2023-05-31 03:24:21
5607,196,57123448,Purchased,2023-04-23 23:12:04
5608,196,4636603,Added to Cart,2023-08-20 03:00:40
