User ID,Category,Interest Score,Avg Purchase Rating,Final Interest Score
194,Home,10.87,3.623333333333333,7.246666666666666
195,Beauty,6.034999999999999,2.43,4.2325
195,Clothing,,0.0,
195,Electronics,4.24,2.12,3.18
195,Home,6.762857142857143,2.63,4.696428571428571
196,Books,5.0456666666666665,1.9280000000000002,3.4868333333333332
196,Clothing,,0.0,
196,Electronics,4.918636363636364,2.68,3.7993181818181823
197,Beauty,3.81,1.27,2.54
197,Clothing,,0.0,
197,Electronics,10.639999999999999,4.5649999999999995,7.602499999999999
197,Home,13.905000000000001,4.635,9.27
198,Clothing,9.79888888888889,3.1633333333333336,6.481111111111112
198,Electronics,5.345,2.5233333333333334,3.9341666666666666
199,Beauty,,0.0,
199,Electronics,6.375,2.55,4.4625
199,Home,8.1075,2.5966666666666667,5.352083333333333
200,Beauty,,0.0,
200,Electronics,,0.0,
200,Home,7.23,2.41,4.82
201,Clothing,,0.0,
201,Electronics,,0.0,
201,Home,5.786666666666666,2.4,4.093333333333333
202,Beauty,,0.0,
202,Clothing,8.376666666666667,2.875,5.6258333333333335
203,Beauty,,0.0,
203,Books,11.077777777777778,4.4159999999999995,7.746888888888888
203,Clothing,5.713333333333334,2.01,3.861666666666667
203,Electronics,6.62578947368421,2.646666666666667,4.636228070175439
203,Home,,0.0,
204,Beauty,4.47,1.49,2.98
204,Clothing,,0.0,
204,Electronics,10.02,3.34,6.68
204,Home,12.549999999999999,4.734999999999999,8.642499999999998
205,Beauty,,0.0,
205,Books,,0.0,
205,Clothing,10.350000000000001,3.45,6.9
205,Electronics,,0.0,
205,Home,12.03,4.01,8.02
206,Electronics,7.272,3.5250000000000004,5.3985
207,Beauty,,0.0,
207,Books,7.157586206896552,3.642857142857143,5.400221674876847
207,Electronics,,0.0,
207,Home,,0.0,
208,Beauty,14.580000000000002,4.86,9.72
208,Books,8.858571428571429,4.76,6.809285714285714
208,Home,,0.0,
209,Beauty,9.48,3.16,6.32
209,Books,3.3000000000000003,1.1,2.2
209,Electronics,,0.0,
209,Home,10.41,3.895,7.1525
210,Beauty,6.823333333333333,2.495,4.659166666666667
210,Books,4.2299999999999995,1.41,2.82
210,Clothing,2.24,1.12,1.6800000000000002
210,Electronics,9.735,3.245,6.49
210,Home,,0.0,
211,Books,9.24,3.6300000000000003,6.4350000000000005
211,Clothing,,0.0,
211,Home,8.19,2.73,5.46
212,Beauty,6.929600000000001,2.823,4.8763000000000005
212,Books,,0.0,
212,Clothing,9.39,3.13,6.26
213,Beauty,,0.0,
213,Books,10.977500000000001,3.983333333333333,7.480416666666667
213,Clothing,,0.0,
213,Electronics,9.248571428571427,3.31,6.279285714285714
214,Beauty,5.4,1.8,3.6
214,Clothing,10.23,3.41,6.82
214,Electronics,6.3933333333333335,2.5250000000000004,4.4591666666666665
214,Home,4.491,2.0575,3.27425
215,Books,7.470000000000001,2.49,4.98
215,Electronics,,0.0,
215,Home,,0.0,
216,Beauty,11.16,3.72,7.44
216,Books,7.3500000000000005,2.964,5.157
216,Clothing,,0.0,
216,Electronics,,0.0,
216,Home,,0.0,
217,Clothing,,0.0,
217,Electronics,,0.0,
217,Home,,0.0,
218,Clothing,9.05,3.0949999999999998,6.0725
219,Beauty,,0.0,
219,Clothing,10.275000000000002,4.11,7.192500000000001
219,Electronics,6.26156862745098,2.9720000000000004,4.61678431372549
219,Home,4.29,1.43,2.86
220,Beauty,6.95090909090909,2.946,4.948454545454545
220,Books,7.425714285714286,3.28,5.352857142857143
220,Clothing,5.623333333333334,2.3150000000000004,3.969166666666667
220,Home,,0.0,
221,Beauty,6.703333333333333,3.08,4.891666666666667
221,Books,,0.0,
221,Clothing,5.595,1.865,3.73
221,Electronics,,0.0,
221,Home,14.76,4.92,9.84
222,Beauty,7.666666666666667,2.9699999999999998,5.318333333333333
222,Books,11.52,3.84,7.68
222,Clothing,6.51,2.17,4.34
222,Electronics,,0.0,
222,Home,9.290000000000001,4.0625,6.6762500000000005
223,Books,7.59,2.53,5.06
223,Home,,0.0,
224,Clothing,9.48,3.16,6.32
224,Electronics,,0.0,
225,Beauty,,0.0,
225,Books,8.28,2.76,5.52
225,Clothing,8.772499999999999,3.1463636363636365,5.959431818181818
225,Electronics,6.825384615384616,2.942,4.883692307692308
225,Home,,0.0,
226,Beauty,9.771428571428572,3.79,6.780714285714286
226,Books,9.0,3.0,6.0
226,Clothing,9.6975,3.8733333333333335,6.785416666666666
226,Electronics,2.7750000000000004,1.11,1.9425000000000003
227,Beauty,,0.0,
227,Books,,0.0,
227,Clothing,8.106666666666667,3.205,5.655833333333334
227,Electronics,,0.0,
227,Home,7.54764705882353,3.263333333333333,5.405490196078431
228,Beauty,,0.0,
228,Books,,0.0,
228,Clothing,7.017884615384616,3.13,5.073942307692308
228,Home,8.55,3.42,5.985
229,Beauty,,0.0,
229,Books,,0.0,
229,Clothing,,0.0,
229,Electronics,6.33,2.11,4.22
229,Home,6.076,2.5999999999999996,4.337999999999999
230,Beauty,5.7,1.9,3.8
230,Books,6.584444444444444,2.825,4.704722222222222
230,Clothing,12.75,4.25,8.5
230,Home,8.1,2.7,5.4
231,Beauty,6.540000000000001,2.18,4.36
231,Books,6.18,3.09,4.635
231,Clothing,12.149999999999999,4.05,8.1
231,Home,7.561612903225806,3.1816666666666666,5.371639784946236
232,Beauty,6.135,2.045,4.09
232,Books,6.33,2.11,4.22
232,Electronics,,0.0,
232,Home,,0.0,
233,Beauty,,0.0,
233,Books,,0.0,
233,Clothing,5.994,2.4125,4.20325
233,Electronics,,0.0,
233,Home,5.395,1.8066666666666666,3.600833333333333
234,Beauty,,0.0,
234,Electronics,,0.0,
234,Home,7.88,2.6266666666666665,5.253333333333333
235,Books,10.26,3.42,6.84
235,Clothing,,0.0,
235,Electronics,7.424848484848484,2.778,5.101424242424242
235,Home,5.1899999999999995,1.73,3.46
236,Beauty,6.326666666666665,2.9299999999999997,4.628333333333332
236,Books,,0.0,
236,Clothing,,0.0,
236,Electronics,8.726666666666667,3.8950000000000005,6.310833333333333
236,Home,11.31,3.77,7.54
237,Beauty,,0.0,
237,Books,7.234,3.143333333333333,5.188666666666666
237,Clothing,,0.0,
237,Home,,0.0,
238,Beauty,4.546,1.9799999999999998,3.263
238,Books,8.075000000000001,3.13,5.602500000000001
238,Clothing,2.7000000000000006,1.62,2.16
238,Electronics,4.904999999999999,1.6349999999999998,3.2699999999999996
238,Home,,0.0,
239,Beauty,3.21,1.07,2.14
239,Books,9.321428571428571,3.4266666666666663,6.3740476190476185
239,Clothing,,0.0,
239,Electronics,6.38,3.19,4.785
240,Beauty,13.649999999999999,4.55,9.1
240,Electronics,5.470909090909091,2.78,4.125454545454545
240,Home,,0.0,
241,Books,,0.0,
241,Clothing,4.616944444444445,2.5633333333333335,3.590138888888889
241,Home,14.49,4.83,9.66
242,Beauty,9.789230769230768,3.9283333333333332,6.85878205128205
242,Books,,0.0,
242,Clothing,11.399999999999999,3.8,7.6
242,Electronics,5.500769230769231,2.615,4.057884615384616
242,Home,6.99,2.33,4.66
243,Books,13.11,4.37,8.74
243,Clothing,6.443333333333334,2.703333333333333,4.573333333333334
243,Home,,0.0,
244,Beauty,,0.0,
244,Books,,0.0,
244,Clothing,,0.0,
244,Home,3.75,1.25,2.5
245,Beauty,5.743333333333333,2.515,4.129166666666666
245,Clothing,12.834,4.256666666666667,8.545333333333334
245,Home,4.875,1.625,3.25
246,Beauty,6.65,2.655,4.6525
246,Books,,0.0,
246,Clothing,5.949999999999999,1.9833333333333334,3.9666666666666663
246,Electronics,,0.0,
246,Home,8.399999999999999,2.8,5.6
247,Beauty,,0.0,
247,Clothing,,0.0,
247,Home,5.5125,2.6025,4.0575
248,Beauty,,0.0,
248,Books,8.43,2.81,5.62
248,Clothing,,0.0,
248,Home,7.4554838709677425,3.5100000000000002,5.482741935483872
249,Beauty,,0.0,
249,Books,7.755714285714285,4.056666666666667,5.906190476190476
249,Clothing,8.24,2.7466666666666666,5.493333333333333
250,Beauty,,0.0,
250,Clothing,7.79,2.9557142857142855,5.372857142857143
250,Home,,0.0,
251,Beauty,6.6000000000000005,2.2,4.4
251,Books,,0.0,
251,Clothing,6.08,3.04,4.5600000000000005
251,Electronics,6.6000000000000005,2.2,4.4
251,Home,,0.0,
252,Beauty,,0.0,
252,Books,4.9868421052631575,2.5366666666666666,3.7617543859649123
252,Home,,0.0,
253,Beauty,,0.0,
253,Books,8.107142857142858,3.7575000000000003,5.932321428571429
253,Clothing,13.23,4.41,8.82
253,Home,6.31764705882353,2.7425,4.530073529411765
254,Beauty,5.79,1.93,3.86
254,Books,,0.0,
254,Clothing,4.86,2.17,3.515
254,Electronics,4.58,2.29,3.435
254,Home,7.753333333333334,2.944,5.3486666666666665
255,Beauty,11.58,3.86,7.72
255,Clothing,6.364761904761904,3.02,4.692380952380952
255,Home,,0.0,
256,Beauty,6.808421052631578,2.74,4.774210526315789
256,Books,7.418749999999999,3.6149999999999998,5.516875
256,Clothing,6.024,2.29,4.157
256,Electronics,9.48,3.16,6.32
257,Beauty,,0.0,
257,Books,6.368666666666667,2.5885714285714285,4.4786190476190475
257,Clothing,4.3999999999999995,1.68,3.0399999999999996
257,Electronics,6.511666666666667,2.6925,4.602083333333333
258,Clothing,,0.0,
258,Electronics,,0.0,
258,Home,8.288571428571428,2.962,5.625285714285714
259,Books,6.62,3.31,4.965
259,Clothing,3.2975000000000003,1.4300000000000002,2.3637500000000005
259,Home,,0.0,
260,Beauty,5.13,1.71,3.42
260,Books,9.744,3.2566666666666664,6.500333333333333
260,Clothing,7.074999999999999,2.37,4.7225
260,Electronics,8.376666666666667,3.455,5.9158333333333335
261,Beauty,4.59,1.53,3.06
261,Books,6.3500000000000005,2.5949999999999998,4.4725
261,Clothing,13.965,4.654999999999999,9.309999999999999
261,Electronics,6.540000000000001,2.18,4.36
262,Beauty,,0.0,
262,Books,,0.0,
262,Clothing,5.97,1.99,3.98
262,Electronics,7.603333333333334,3.47,5.536666666666667
262,Home,7.415294117647059,3.46,5.437647058823529
263,Beauty,9.950000000000001,4.25,7.1000000000000005
264,Beauty,5.5200000000000005,1.84,3.68
264,Books,5.761714285714286,2.98375,4.372732142857143
264,Electronics,,0.0,
264,Home,,0.0,
265,Beauty,,0.0,
265,Books,7.063529411764706,2.5866666666666664,4.825098039215686
265,Electronics,9.795,4.9,7.3475
265,Home,4.14,2.07,3.1049999999999995
266,Beauty,5.91,1.97,3.94
266,Books,8.80875,2.9859999999999998,5.897375
266,Clothing,,0.0,
266,Electronics,,0.0,
266,Home,6.24,2.8525,4.546250000000001
267,Home,8.76,2.92,5.84
268,Clothing,4.29,1.43,2.86
268,Electronics,,0.0,
269,Beauty,,0.0,
269,Books,5.958333333333333,2.7533333333333334,4.355833333333333
269,Electronics,14.580000000000002,4.86,9.72
269,Home,,0.0,
270,Beauty,,0.0,
270,Books,,0.0,
270,Clothing,7.591071428571429,3.0977777777777775,5.344424603174604
270,Home,,0.0,
271,Beauty,13.32,4.44,8.88
271,Books,2.68,1.34,2.0100000000000002
272,Beauty,,0.0,
272,Books,,0.0,
272,Clothing,11.76,3.92,7.84
272,Electronics,,0.0,
272,Home,13.080000000000002,4.36,8.72
273,Books,12.870000000000001,4.29,8.58
273,Clothing,9.209999999999999,3.07,6.14
273,Electronics,,0.0,
273,Home,3.9183333333333334,1.6625,2.7904166666666668
274,Beauty,5.39,1.7725,3.58125
274,Books,,0.0,
274,Clothing,,0.0,
274,Home,14.940000000000001,4.98,9.96
275,Books,,0.0,
275,Clothing,,0.0,
275,Electronics,6.84,2.766666666666667,4.803333333333334
275,Home,11.315999999999999,3.772,7.544
276,Clothing,,0.0,
276,Electronics,,0.0,
276,Home,6.733333333333333,2.508,4.620666666666667
277,Beauty,9.366666666666667,3.18,6.273333333333333
278,Beauty,7.2299999999999995,2.41,4.82
279,Beauty,,0.0,
279,Books,5.76,2.88,4.32
279,Clothing,7.2942857142857145,3.5733333333333337,5.433809523809524
279,Electronics,9.945,3.1225,6.53375
279,Home,,0.0,
280,Clothing,5.59875,1.8883333333333334,3.7435416666666668
280,Electronics,4.83,1.61,3.22
280,Home,8.912857142857144,3.205714285714286,6.059285714285715
281,Beauty,11.129999999999999,3.71,7.42
281,Electronics,9.2,3.793333333333333,6.496666666666666
282,Beauty,,0.0,
282,Books,4.338571428571429,1.665,3.0017857142857145
282,Clothing,10.59,3.53,7.06
282,Electronics,3.6,1.2,2.4
282,Home,,0.0,
283,Books,4.0,1.6,2.8
283,Clothing,9.209999999999999,3.07,6.14
283,Electronics,3.1500000000000004,1.05,2.1
284,Beauty,,0.0,
284,Books,11.82,3.9400000000000004,7.880000000000001
284,Clothing,5.85,1.95,3.9
284,Home,,0.0,
285,Clothing,5.49,1.83,3.66
286,Beauty,,0.0,
286,Books,7.381818181818182,2.481666666666667,4.931742424242424
286,Clothing,10.98,3.66,7.32
286,Electronics,,0.0,
286,Home,9.942857142857141,3.3142857142857145,6.628571428571428
287,Beauty,14.325,4.775,9.55
287,Books,9.39,3.13,6.26
287,Clothing,10.709999999999999,3.57,7.14
287,Home,,0.0,
288,Electronics,5.754666666666666,3.09375,4.424208333333333
288,Home,,0.0,
289,Beauty,,0.0,
289,Books,6.011071428571428,2.4699999999999998,4.2405357142857145
289,Clothing,8.34,2.78,5.56
289,Electronics,3.6700000000000004,2.013333333333333,2.841666666666667
289,Home,,0.0,
290,Beauty,,0.0,
290,Electronics,6.524285714285715,3.6879999999999997,5.106142857142857
291,Beauty,5.3100000000000005,1.77,3.54
291,Books,6.2425,3.233333333333333,4.737916666666666
291,Clothing,,0.0,
291,Electronics,,0.0,
291,Home,6.999,2.55625,4.777625
292,Beauty,,0.0,
292,Clothing,8.475,2.825,5.65
292,Electronics,,0.0,
293,Beauty,,0.0,
293,Clothing,5.254,2.548,3.901
293,Electronics,,0.0,
294,Beauty,7.944999999999999,3.3049999999999997,5.625
294,Books,6.523333333333333,2.604,4.563666666666666
294,Clothing,,0.0,
294,Electronics,11.25,3.75,7.5
295,Beauty,6.576086956521739,3.0375,4.80679347826087
295,Books,,0.0,
295,Clothing,,0.0,
295,Electronics,4.17,1.39,2.78
296,Books,4.699999999999999,1.88,3.2899999999999996
296,Electronics,,0.0,
297,Beauty,,0.0,
297,Books,7.07,3.32,5.195
297,Clothing,8.28,2.76,5.52
297,Home,5.5874999999999995,2.25,3.9187499999999997
298,Beauty,9.94,4.97,7.455
298,Books,,0.0,
298,Clothing,11.459999999999999,3.82,7.64
298,Home,7.0200000000000005,2.34,4.68
299,Beauty,,0.0,
299,Books,6.177333333333333,2.6733333333333333,4.425333333333334
299,Home,7.52,3.0599999999999996,5.289999999999999
300,Beauty,3.3899999999999997,1.13,2.26
300,Clothing,8.34,2.7800000000000002,5.5600000000000005
300,Electronics,6.698214285714285,3.1181818181818177,4.908198051948052
300,Home,9.82,3.2733333333333334,6.546666666666667
301,Clothing,5.947,2.732,4.3395
301,Electronics,2.34,1.17,1.755
302,Beauty,13.23,4.41,8.82
302,Books,,0.0,
302,Clothing,3.84,1.28,2.56
302,Home,5.58,1.86,3.72
303,Beauty,9.9025,3.5833333333333335,6.742916666666667
303,Clothing,,0.0,
304,Electronics,14.22,4.74,9.48
304,Home,7.282222222222221,2.88875,5.085486111111111
305,Beauty,,0.0,
305,Clothing,5.632727272727273,2.7825,4.207613636363637
305,Home,8.366666666666665,2.9766666666666666,5.671666666666666
306,Beauty,5.699999999999999,1.9,3.8
306,Books,4.53,1.51,3.02
306,Home,,0.0,
307,Beauty,9.959999999999999,3.32,6.64
307,Home,7.26,2.42,4.84
308,Beauty,4.17,1.39,2.78
308,Books,,0.0,
308,Clothing,,0.0,
308,Electronics,8.015,3.033333333333333,5.524166666666667
308,Home,6.601666666666667,2.8328571428571427,4.717261904761905
309,Beauty,6.436666666666667,2.99,4.713333333333334
309,Clothing,,0.0,
309,Electronics,,0.0,
309,Home,5.216296296296297,2.732222222222222,3.9742592592592594
310,Beauty,,0.0,
310,Books,6.422,2.9859999999999998,4.704
310,Clothing,,0.0,
310,Electronics,7.617,2.5925000000000002,5.10475
310,Home,7.834285714285714,2.9914285714285715,5.412857142857143
311,Beauty,,0.0,
311,Books,,0.0,
311,Clothing,7.6499999999999995,2.55,5.1
311,Electronics,6.416153846153846,3.0100000000000002,4.713076923076923
311,Home,6.1160000000000005,2.7640000000000002,4.44
312,Clothing,,0.0,
312,Electronics,4.462142857142857,2.38,3.4210714285714285
313,Beauty,,0.0,
313,Clothing,9.053333333333333,3.88,6.466666666666667
313,Home,,0.0,
314,Beauty,5.923636363636363,2.31,4.116818181818181
314,Books,,0.0,
314,Clothing,11.306153846153846,4.0425,7.674326923076923
314,Electronics,,0.0,
314,Home,6.39,2.13,4.26
315,Beauty,8.358,2.786,5.572
315,Clothing,,0.0,
315,Electronics,,0.0,
316,Beauty,,0.0,
316,Books,6.603928571428571,3.1125,4.858214285714285
316,Clothing,,0.0,
316,Electronics,,0.0,
317,Beauty,8.593823529411765,3.3407692307692307,5.967296380090498
317,Electronics,7.6499999999999995,2.55,5.1
317,Home,6.959999999999999,2.32,4.64
318,Books,,0.0,
318,Clothing,,0.0,
318,Home,5.265000000000001,1.755,3.5100000000000002
319,Beauty,9.404285714285715,3.4299999999999997,6.417142857142857
319,Books,8.01,2.67,5.34
319,Electronics,10.08,3.36,6.72
319,Home,6.885,2.295,4.59
320,Beauty,8.576666666666666,2.9050000000000002,5.740833333333333
320,Books,10.77,3.59,7.18
320,Clothing,,0.0,
320,Electronics,,0.0,
320,Home,3.96,1.32,2.64
321,Beauty,5.64,1.88,3.76
321,Books,6.922,2.645,4.7835
321,Clothing,4.86,1.62,3.24
321,Electronics,5.88,1.96,3.92
321,Home,7.38,3.17,5.275
322,Beauty,,0.0,
322,Books,,0.0,
322,Clothing,5.916666666666667,2.3875,4.152083333333334
322,Electronics,,0.0,
322,Home,6.23875,3.2399999999999998,4.739375
323,Beauty,14.22,4.74,9.48
323,Books,3.09,1.03,2.06
323,Clothing,3.3000000000000003,1.1,2.2
323,Home,8.55391304347826,3.3289999999999997,5.941456521739131
324,Books,,0.0,
324,Electronics,,0.0,
324,Home,6.828461538461538,2.92,4.874230769230769
325,Beauty,14.49,4.83,9.66
325,Books,,0.0,
325,Clothing,8.73,2.91,5.82
325,Electronics,,0.0,
325,Home,,0.0,
326,Beauty,7.149166666666667,2.885,5.017083333333334
326,Books,,0.0,
326,Clothing,6.93,2.31,4.62
326,Electronics,13.14,4.38,8.76
326,Home,9.69,3.2300000000000004,6.46
327,Beauty,,0.0,
327,Books,9.42,3.14,6.28
327,Clothing,7.155,3.1799999999999997,5.1675
328,Beauty,14.115,4.705,9.41
328,Clothing,4.68,1.56,3.12
328,Electronics,7.17,2.39,4.78
329,Clothing,,0.0,
329,Electronics,5.955000000000001,1.985,3.9700000000000006
330,Beauty,14.49,4.83,9.66
330,Books,7.319999999999999,2.44,4.88
331,Beauty,11.129999999999999,3.71,7.42
331,Books,3.42,1.14,2.28
331,Electronics,8.19,3.295,5.7425
331,Home,,0.0,
332,Beauty,,0.0,
332,Books,,0.0,
332,Electronics,5.316666666666666,2.415,3.8658333333333332
332,Home,6.06,2.02,4.04
333,Beauty,,0.0,
333,Clothing,,0.0,
333,Home,9.098888888888888,3.8225,6.460694444444444
334,Beauty,,0.0,
334,Clothing,4.474375,1.9583333333333333,3.2163541666666666
334,Electronics,9.03,3.01,6.02
334,Home,7.151666666666667,3.205,5.178333333333334
335,Beauty,14.07,4.69,9.38
335,Books,,0.0,
335,Electronics,7.7250000000000005,3.41,5.567500000000001
336,Beauty,,0.0,
336,Books,4.5600000000000005,1.52,3.04
336,Clothing,6.377142857142857,2.685714285714286,4.531428571428572
336,Electronics,8.61,3.69,6.1499999999999995
336,Home,8.92,3.68,6.3
337,Beauty,5.2457142857142856,1.9625,3.604107142857143
337,Books,8.294,3.9033333333333338,6.098666666666667
337,Clothing,13.32,4.44,8.88
337,Electronics,7.41,2.47,4.94
337,Home,3.54,1.18,2.36
338,Electronics,9.306000000000001,3.2475,6.276750000000001
339,Beauty,,0.0,
339,Clothing,,0.0,
339,Electronics,,0.0,
339,Home,8.186666666666666,3.21,5.698333333333332
340,Beauty,6.1259999999999994,2.4,4.263
340,Books,7.58,3.79,5.6850000000000005
340,Clothing,8.724,3.215,5.9695
340,Electronics,,0.0,
340,Home,14.46,4.82,9.64
341,Books,,0.0,
341,Clothing,,0.0,
341,Electronics,6.99,2.33,4.66
342,Clothing,8.44,3.4325,5.936249999999999
343,Books,,0.0,
343,Electronics,9.424285714285714,3.3975,6.410892857142857
344,Beauty,,0.0,
344,Books,,0.0,
344,Home,7.92,2.64,5.28
345,Beauty,,0.0,
345,Electronics,5.247777777777777,2.66,3.953888888888889
345,Home,8.128,3.7475,5.93775
346,Beauty,10.31,3.436666666666666,6.873333333333333
346,Clothing,10.86,3.62,7.24
346,Electronics,,0.0,
346,Home,,0.0,
347,Clothing,8.07,2.69,5.38
347,Home,10.95,3.65,7.3
348,Books,5.0,2.2800000000000002,3.64
348,Electronics,,0.0,
349,Beauty,10.546666666666667,4.470000000000001,7.508333333333334
349,Books,12.54,4.18,8.36
349,Home,,0.0,
350,Beauty,7.41,2.4699999999999998,4.9399999999999995
350,Electronics,,0.0,
351,Beauty,10.68,3.7079999999999997,7.194
351,Books,,0.0,
351,Clothing,5.625,1.875,3.75
351,Electronics,11.16,3.72,7.44
351,Home,9.06,3.02,6.04
352,Beauty,,0.0,
352,Books,,0.0,
352,Clothing,10.41,3.47,6.94
352,Electronics,7.199411764705882,3.025,5.112205882352941
352,Home,,0.0,
353,Clothing,,0.0,
353,Electronics,4.457428571428571,2.29625,3.3768392857142855
353,Home,,0.0,
354,Beauty,6.015000000000001,3.24,4.6275
354,Books,14.850000000000001,4.95,9.9
354,Clothing,8.675,3.513333333333333,6.094166666666667
354,Electronics,5.074999999999999,2.03,3.5524999999999993
354,Home,,0.0,
355,Books,6.19375,3.10875,4.65125
355,Electronics,5.3100000000000005,1.77,3.54
356,Clothing,,0.0,
356,Electronics,,0.0,
356,Home,,0.0,
357,Beauty,,0.0,
357,Books,,0.0,
357,Electronics,10.02,3.34,6.68
357,Home,8.516,3.6133333333333337,6.064666666666667
358,Beauty,,0.0,
358,Books,7.42,3.71,5.5649999999999995
358,Clothing,7.23,2.41,4.82
359,Beauty,7.5447058823529405,3.13625,5.34047794117647
359,Books,9.09,3.03,6.06
359,Clothing,9.583333333333334,4.05,6.816666666666666
359,Home,8.76,2.92,5.84
360,Beauty,9.81,3.27,6.54
360,Books,13.395,4.465,8.93
360,Electronics,11.34,3.78,7.56
360,Home,7.921538461538462,2.9611111111111112,5.4413247863247864
361,Beauty,11.34,3.78,7.56
361,Electronics,6.369230769230769,3.06,4.714615384615384
362,Beauty,4.62,1.54,3.08
362,Home,10.001999999999999,3.516666666666667,6.759333333333333
363,Beauty,,0.0,
363,Clothing,13.11,4.37,8.74
363,Home,6.260967741935484,2.941818181818182,4.601392961876833
364,Beauty,9.93,3.31,6.62
364,Books,4.175000000000001,2.21,3.1925000000000003
364,Clothing,3.21,1.07,2.14
364,Electronics,,0.0,
364,Home,11.16,3.72,7.44
365,Beauty,10.184999999999999,3.395,6.789999999999999
365,Clothing,10.73,4.153333333333333,7.441666666666666
365,Electronics,,0.0,
365,Home,9.574,3.3966666666666665,6.485333333333333
366,Beauty,2.8259999999999996,1.27,2.048
366,Books,6.27,2.09,4.18
366,Clothing,,0.0,
366,Electronics,,0.0,
366,Home,10.5,3.5,7.0
367,Books,6.8072,2.64625,4.726725
367,Electronics,6.640625,3.364,5.0023125
367,Home,,0.0,
368,Beauty,8.472,3.17,5.821
368,Clothing,7.3625,3.3825000000000003,5.3725000000000005
368,Electronics,8.935,3.055,5.995
368,Home,10.56,3.52,7.04
369,Beauty,7.62,2.54,5.08
369,Clothing,13.425,4.475,8.95
370,Books,,0.0,
370,Clothing,4.7844444444444445,1.995,3.3897222222222223
370,Electronics,,0.0,
371,Books,,0.0,
371,Home,5.067777777777778,1.766,3.416888888888889
372,Beauty,11.07,3.69,7.38
372,Books,,0.0,
372,Clothing,,0.0,
372,Electronics,6.44225,2.8240000000000003,4.633125
372,Home,,0.0,
373,Beauty,10.356666666666667,4.45,7.403333333333334
373,Books,,0.0,
373,Clothing,3.75,1.5,2.625
373,Electronics,8.61,2.87,5.74
373,Home,,0.0,
374,Books,,0.0,
374,Clothing,3.8800000000000003,1.94,2.91
374,Electronics,8.46,2.82,5.640000000000001
375,Beauty,8.64,2.88,5.76
375,Books,7.156666666666666,2.8899999999999997,5.023333333333333
375,Clothing,6.1499999999999995,2.05,4.1
375,Home,5.3675,2.19,3.7787499999999996
376,Beauty,,0.0,
376,Books,8.628,2.9766666666666666,5.802333333333333
376,Clothing,3.75,1.25,2.5
376,Home,9.314444444444444,3.9074999999999998,6.610972222222221
377,Beauty,9.36,3.72,6.54
377,Books,5.953333333333333,2.9766666666666666,4.465
377,Home,13.77,4.59,9.18
378,Beauty,,0.0,
378,Books,7.125,2.85,4.9875
378,Clothing,11.969999999999999,3.9899999999999998,7.9799999999999995
378,Electronics,10.62,3.5400000000000005,7.08
379,Beauty,10.32,3.44,6.88
379,Books,,0.0,
379,Clothing,6.013333333333333,2.86875,4.441041666666666
379,Electronics,9.870000000000001,3.29,6.58
379,Home,,0.0,
380,Beauty,5.98625,2.3516666666666666,4.168958333333333
380,Books,12.66,4.22,8.44
381,Beauty,8.760000000000002,2.92,5.840000000000001
381,Books,6.3933333333333335,2.9625,4.6779166666666665
381,Clothing,,0.0,
381,Electronics,8.403333333333334,3.4333333333333336,5.918333333333334
381,Home,4.92,1.64,3.28
382,Beauty,,0.0,
382,Books,,0.0,
382,Clothing,5.651851851851852,2.6275,4.139675925925926
382,Electronics,4.92,1.64,3.28
382,Home,13.11,4.37,8.74
383,Beauty,9.133333333333333,3.498,6.315666666666667
383,Books,7.305,3.54,5.422499999999999
383,Clothing,,0.0,
383,Electronics,7.98,2.66,5.32
383,Home,7.545,2.515,5.03
384,Electronics,4.2829999999999995,2.29,3.2864999999999998
385,Beauty,8.31,2.77,5.54
385,Books,7.579782608695653,3.558181818181818,5.568982213438735
385,Clothing,14.34,4.78,9.56
385,Electronics,5.97,1.99,3.98
385,Home,,0.0,
386,Beauty,5.756086956521739,2.6266666666666665,4.1913768115942025
386,Books,11.100000000000001,3.7,7.4
386,Home,,0.0,
387,Beauty,5.16,1.72,3.44
387,Books,7.17,2.39,4.78
387,Clothing,,0.0,
387,Electronics,12.75,4.25,8.5
387,Home,11.175,3.725,7.45
388,Clothing,,0.0,
388,Home,6.2250000000000005,2.075,4.15
389,Beauty,,0.0,
389,Clothing,,0.0,
389,Home,5.16,2.4325,3.79625
390,Beauty,,0.0,
390,Books,12.149999999999999,4.05,8.1
390,Clothing,,0.0,
390,Home,4.089,1.9316666666666666,3.0103333333333335
391,Beauty,10.44,3.48,6.96
391,Books,,0.0,
391,Clothing,4.17,1.39,2.78
391,Electronics,7.17,2.39,4.78
391,Home,9.22,4.61,6.915000000000001
392,Beauty,,0.0,
392,Clothing,,0.0,
392,Home,7.652,3.36375,5.507875
393,Beauty,,0.0,
393,Clothing,6.7575,2.2525,4.505
393,Home,5.88,1.9600000000000002,3.92
394,Beauty,4.59,1.53,3.06
394,Books,,0.0,
394,Electronics,6.2570588235294125,3.085714285714286,4.671386554621849
395,Beauty,8.232222222222223,3.2133333333333334,5.722777777777778
395,Books,4.503333333333333,1.9,3.201666666666666
395,Clothing,3.24,1.08,2.16
395,Electronics,9.951666666666666,4.265,7.1083333333333325
395,Home,8.058333333333334,2.934,5.496166666666667
396,Beauty,,0.0,
396,Books,5.66375,2.7337499999999997,4.19875
